"state","s_fips","county","c_fips","ttl_pop","male_pop","female_pop","med_age","male_med_age","female_med_age","white_pop","black_pop","native_pop","asian_pop","pacific_pop","other_race_pop","mult_race_pop","white_nonhisp_pop","hisp_ttl_pop","white_hisp_pop","black_hisp_pop","med_income"
"Pennsylvania",42,"Clarion County",31,38715,18881,19834,41.5,40.1,42.6,37325,527,53,231,21,24,534,37154,373,171,58,46680
"South Carolina",45,"Darlington County",31,67027,31723,35304,41.4,39.9,42.6,37941,27547,162,247,17,21,1092,36690,1368,1251,37,38448
"South Dakota",46,"Corson County",31,4150,2097,2053,28.7,28.9,28.4,1202,14,2867,1,0,3,63,1198,19,4,0,35759
"Tennessee",47,"Coffee County",31,55209,27141,28068,39.7,38.4,40.6,49924,2163,27,596,10,1332,1157,48792,2382,1132,71,50351
"Texas",48,"Blanco County",31,11478,5931,5547,50.4,49,51.8,10256,3,194,165,42,403,415,8837,2224,1419,0,66390
"Utah",49,"Piute County",31,1866,1016,850,44.5,41.2,47.5,1823,3,3,0,0,29,8,1805,47,18,0,42813
"Arkansas",5,"Craighead County",31,107345,52386,54959,34.2,32.7,35.8,84590,15614,482,1510,7,2284,2858,81616,5421,2974,49,47286
"Virginia",51,"Campbell County",31,55225,26711,28514,43,41.5,44.1,44982,7735,106,506,15,323,1558,43941,1394,1041,7,49664
"Washington",53,"Jefferson County",31,31285,15276,16009,58.3,57.5,58.7,28425,178,625,516,57,289,1195,27651,1147,774,0,55127
"West Virginia",54,"Hardy County",31,13805,7122,6683,45.7,45.4,47,12618,768,84,227,0,2,106,12420,216,198,0,47438
"Wisconsin",55,"Douglas County",31,43295,21760,21535,42.2,41.6,42.9,40205,609,817,538,0,107,1019,39667,697,538,4,53986
"Wyoming",56,"Platte County",31,8582,4531,4051,49.2,46.5,50.4,8258,1,1,100,0,11,211,7595,698,663,0,50903
"California",6,"Kings County",31,150691,82995,67696,31.8,32,31.3,102062,9642,2431,5817,277,24319,6143,48537,82116,53525,863,57848
"Colorado",8,"Denver County",31,705576,353311,352265,34.5,34.3,34.7,537029,65215,6144,26156,1176,43220,26636,382228,210937,154801,2461,68592
"Georgia",13,"White County",311,29489,14398,15091,46.1,43.8,47.3,27699,430,172,171,1,423,593,27218,958,481,0,52493
"Texas",48,"McMullen County",311,774,413,361,38.2,39.5,36.6,765,0,9,0,0,0,0,380,385,385,0,62000
"Georgia",13,"Whitfield County",313,104237,51688,52549,36,34.8,37.1,92420,4011,815,1536,4,3966,1485,60904,36599,31516,93,48623
"Texas",48,"Madison County",313,14197,8060,6137,35.2,33.7,39.9,10357,2332,26,477,10,631,364,7809,3290,2548,22,52664
"Georgia",13,"Wilcox County",315,8824,5286,3538,39.8,37.9,43.8,5567,3131,34,0,0,51,41,5163,411,404,0,36964
"Texas",48,"Marion County",315,10017,4858,5159,50.6,50.6,50.5,7292,2294,11,32,41,209,138,7097,415,195,0,37662
"Georgia",13,"Wilkes County",317,9844,4771,5073,45.1,42,48.6,5182,4193,0,38,0,341,90,5014,498,168,0,37838
"Texas",48,"Martin County",317,5649,2943,2706,32.7,32.5,34.1,4479,48,115,4,8,955,40,3047,2540,1432,0,66610
"Georgia",13,"Wilkinson County",319,9010,4273,4737,42.6,41.7,43.9,5333,3509,11,0,5,35,117,5109,259,224,0,38996
"Texas",48,"Mason County",319,4186,2257,1929,46.3,39.8,48.6,3705,2,84,101,0,50,244,3105,929,600,0,42276
"Georgia",13,"Worth County",321,20494,9871,10623,41.6,39.8,44.2,14049,5741,77,162,6,85,374,13793,451,256,0,45398
"Texas",48,"Matagorda County",321,36774,18349,18425,38.2,37.7,38.7,25145,3813,141,710,120,6181,664,16045,15612,9100,28,48913
"Texas",48,"Maverick County",323,58174,28973,29201,29.6,28.5,31.1,54104,280,805,318,24,2210,433,1452,55368,52652,93,39625
"Texas",48,"Medina County",325,50057,25816,24241,39,37.4,41.2,45440,1331,278,359,21,1634,994,21808,26016,23632,94,62599
"Texas",48,"Menard County",327,2119,1158,961,51.8,50.5,54.2,1710,1,3,0,0,218,187,1162,883,548,1,36395
"Texas",48,"Midland County",329,168167,85041,83126,31.7,31.1,32.3,138180,11200,968,3356,79,10213,4171,76360,75224,61820,744,79421
"Alabama",1,"Colbert County",33,54771,26284,28487,42.4,40.4,44.6,43289,8872,319,259,51,866,1115,42830,1557,459,63,48065
"Florida",12,"Escambia County",33,313491,155157,158334,37.2,35.1,39.5,213368,68733,1301,9367,436,3827,16459,201691,17808,11677,560,50915
"Georgia",13,"Burke County",33,22520,10715,11805,37.4,36.1,38.5,10988,10824,0,75,0,365,268,10645,728,343,0,44151
"Idaho",16,"Clark County",33,913,480,433,33.2,33.1,33.5,825,7,42,0,0,39,0,421,443,404,0,46154
"Illinois",17,"Crawford County",33,18972,9906,9066,41.8,39.9,44.6,17119,1231,15,61,14,75,457,16632,621,487,16,49779
"Indiana",18,"DeKalb County",33,42927,21411,21516,39.1,37.9,40.1,41724,300,20,177,0,100,606,40787,1202,937,57,56421
"Iowa",19,"Cerro Gordo County",33,42834,20905,21929,44.3,41.4,46.6,40288,747,215,491,51,249,793,38805,2086,1483,4,53963
"Kansas",20,"Comanche County",33,1740,926,814,48.1,43.5,52,1725,4,0,0,0,8,3,1671,66,54,4,54821
"Kentucky",21,"Caldwell County",33,12702,6249,6453,44,39.8,46,11813,796,0,0,0,0,93,11544,318,269,0,44775
"Louisiana",22,"East Baton Rouge Parish",33,443763,212317,231446,34,32.6,35.4,207835,204562,795,14125,205,8001,8240,198071,18565,9764,642,54948
"Maryland",24,"Prince George's County",33,908670,437440,471230,37.1,35.4,38.8,150782,569478,3283,37453,475,120308,26891,115436,167498,35346,8693,84920
"Michigan",26,"Chippewa County",33,37629,20498,17131,40.5,39.6,41.7,26615,2265,5342,372,35,32,2968,26196,709,419,34,46486
"Minnesota",27,"Cottonwood County",33,11299,5650,5649,42.9,41.4,44.9,10101,107,14,450,18,453,156,9722,870,379,8,52087
"Mississippi",28,"DeSoto County",33,178975,86292,92683,36.8,35.3,38,119455,48835,352,2524,25,3817,3967,115053,8836,4402,181,67038
"Missouri",29,"Carroll County",33,8781,4334,4447,43.4,43,44.9,8394,163,18,43,0,19,144,8317,140,77,39,50830
"Montana",30,"Garfield County",33,1036,552,484,45.8,42.8,48.8,1029,7,0,0,0,0,0,1028,1,1,0,42000
"Nebraska",31,"Cheyenne County",33,9604,4759,4845,40.4,41.1,39.1,9112,80,56,66,2,42,246,8596,671,516,0,53871
"Nevada",32,"White Pine County",33,9679,5688,3991,39.8,38.6,42.9,8237,571,538,87,12,130,104,6929,1565,1308,28,60827
"New Jersey",34,"Salem County",33,62990,30823,32167,42.1,40.7,43.8,50417,8340,192,677,31,1281,2052,46772,5676,3645,233,66842
"New Mexico",35,"Mora County",33,4536,2201,2335,55.2,55.2,56,2991,2,12,0,0,1501,30,713,3696,2278,0,28446
"New York",36,"Franklin County",33,50477,27483,22994,39.9,37.4,44,41726,2863,3609,280,111,1057,831,41201,1789,525,24,50407
"North Carolina",37,"Caswell County",33,22684,11395,11289,45.7,44.2,48.5,14307,7425,48,152,22,438,292,13876,915,431,4,45733
"North Dakota",38,"Golden Valley County",33,1845,909,936,45,46.2,43.9,1711,0,46,0,0,0,88,1664,58,47,0,58690
"Ohio",39,"Crawford County",33,41821,20562,21259,43,41.5,44.6,40391,426,36,220,21,123,604,39837,700,554,11,44971
"Oklahoma",40,"Cotton County",33,5858,2962,2896,43.5,40.7,44.8,4695,133,567,0,0,72,391,4452,466,243,0,50885
"Oregon",41,"Josephine County",33,86251,42293,43958,47.7,45.6,49.9,79658,442,1014,866,50,1128,3093,74953,6408,4705,43,45616
"Pennsylvania",42,"Clearfield County",33,79908,42011,37897,45,42.9,47.2,75643,2302,192,401,0,224,1146,74325,2363,1318,210,49015
"South Carolina",45,"Dillon County",33,30689,14513,16176,37.7,35.9,39.4,14340,14998,643,22,0,49,637,13992,848,348,368,30812
"South Dakota",46,"Custer County",33,8719,4233,4486,54.8,55,54.6,8131,22,352,30,0,16,168,7832,336,299,0,58522
"Tennessee",47,"Crockett County",33,14399,6834,7565,40.7,40,41.3,11447,1877,17,48,6,679,325,10645,1521,802,6,44717
"Texas",48,"Borden County",33,613,293,320,41.7,44.3,36,598,0,0,0,0,0,15,514,84,84,0,72188
"Utah",49,"Rich County",33,2389,1126,1263,34.3,35.6,33.8,2245,0,0,0,0,144,0,2133,256,112,0,57902
"Arkansas",5,"Crawford County",33,62739,30903,31836,38.6,38,39.3,55246,993,1427,1177,15,1902,1979,52869,4852,2377,120,46828
"Virginia",51,"Caroline County",33,30381,15102,15279,40.1,39,40.7,19820,8211,78,273,0,832,1167,19206,1466,614,73,65103
"Washington",53,"King County",33,2195502,1100652,1094850,37,36.3,37.8,1404324,141790,13057,386404,16944,92377,140606,1308660,212241,95664,3871,94974
"West Virginia",54,"Harrison County",33,67908,33109,34799,42.2,41.1,43.2,64720,1069,0,396,22,207,1494,63951,1123,769,22,53022
"Wisconsin",55,"Dunn County",33,44759,22476,22283,34.7,33.5,36,42081,292,108,1223,34,140,881,41508,848,573,14,58783
"Wyoming",56,"Sheridan County",33,30140,15015,15125,42.3,41.6,43,28678,116,574,203,0,118,451,27633,1272,1045,51,60807
"California",6,"Lake County",33,64195,31865,32330,45.6,44.4,47.3,49389,1447,2310,723,42,7909,2375,45258,13224,4131,116,47040
"Colorado",8,"Dolores County",33,1857,1042,815,48.8,41.3,53.9,1795,0,31,0,0,3,28,1667,131,128,0,45972
"Texas",48,"Milam County",331,24770,12270,12500,41.7,39.2,43.4,21121,2582,73,142,0,385,467,15447,6546,5674,303,47902
"Texas",48,"Mills County",333,4889,2376,2513,52.1,50.1,52.4,4804,19,9,11,0,45,1,3824,1026,980,0,49306
"Texas",48,"Mitchell County",335,8523,5179,3344,33.9,31.8,40.4,6824,840,181,37,0,452,189,4082,3399,2742,71,51492
"Texas",48,"Montague County",337,19489,9460,10029,44.6,44.8,44.4,18607,131,159,0,0,231,361,16720,2138,1887,0,51765
"Texas",48,"Montgomery County",339,571949,283117,288832,37.1,36.1,37.8,494422,28396,2180,16868,243,14577,15263,377623,138081,116799,961,80902
"Texas",48,"Moore County",341,21399,11218,10181,30.8,30.1,32.5,16420,803,110,1463,0,2066,537,6946,11996,9474,116,54871
"Texas",48,"Morris County",343,12373,5865,6508,43,41,43.7,8570,2882,38,20,8,517,338,7968,1220,602,25,41359
"Texas",48,"Motley County",345,1252,675,577,41.3,45.1,38.9,1096,19,0,0,0,98,39,932,246,164,0,43859
"Texas",48,"Nacogdoches County",347,65339,31350,33989,30.9,30.3,31.4,49935,11583,689,1055,14,804,1259,38888,12690,11047,304,44847
"Texas",48,"Navarro County",349,48995,24098,24897,38.1,36.7,39.5,36379,5985,924,333,761,3210,1403,27461,13354,8918,8,48529
"Alabama",1,"Conecuh County",35,12394,6078,6316,44.8,42.2,47.2,6287,5919,25,56,0,2,105,6203,84,84,0,37837
"Florida",12,"Flagler County",35,109801,52399,57402,51.3,50.6,52,90342,11010,326,2874,104,2752,2393,81979,11448,8363,125,54514
"Georgia",13,"Butts County",35,24090,12846,11244,38.6,36.2,42.4,16393,6992,1,101,0,270,333,15907,782,486,26,43471
"Idaho",16,"Clearwater County",35,8673,4831,3842,50.4,48.1,53.4,8040,46,191,35,20,121,220,7827,367,213,0,43915
"Illinois",17,"Cumberland County",35,10836,5476,5360,42.5,41.7,43.4,10544,8,4,46,6,53,175,10475,116,69,0,56206
"Indiana",18,"Delaware County",35,115020,55549,59471,35.6,34,37.3,101663,8056,117,1644,186,385,2969,99836,2847,1827,171,43512
"Iowa",19,"Cherokee County",35,11343,5720,5623,46.3,44.1,47.9,10762,228,39,90,0,6,218,10593,182,169,0,56550
"Kansas",20,"Cowley County",35,35351,17848,17503,38.8,36.8,41.3,31109,1159,525,569,43,402,1544,28155,3839,2954,140,50102
"Kentucky",21,"Calloway County",35,38837,18835,20002,35.6,34.9,36.3,35515,1369,125,426,89,177,1136,34816,1055,699,13,42273
"Louisiana",22,"East Carroll Parish",35,7096,4309,2787,33.9,30.6,43.9,2084,4945,0,0,0,13,54,2056,39,28,0,22346
"Maryland",24,"Queen Anne's County",35,49632,24634,24998,44.4,43.6,45.2,44328,3302,43,504,51,621,783,42945,1955,1383,13,97034
"Michigan",26,"Clare County",35,30651,15242,15409,47.2,46.4,48.1,29488,190,201,36,0,100,636,29061,617,427,0,39565
"Minnesota",27,"Crow Wing County",35,64217,31961,32256,44.5,43.2,46.3,61499,526,599,272,0,161,1160,60939,958,560,14,56549
"Mississippi",28,"Forrest County",35,75224,35722,39502,32.5,31.7,33.1,44649,27951,163,639,30,198,1594,42808,2203,1841,6,39840
"Missouri",29,"Carter County",35,6147,3032,3115,41.7,41.7,41.8,5964,4,100,0,0,0,79,5913,158,51,0,39530
"Montana",30,"Glacier County",35,13732,6767,6965,31.9,31,33,4381,39,8924,6,13,126,243,4112,451,269,0,36045
"Nebraska",31,"Clay County",35,6203,3159,3044,42.5,42.4,42.5,5995,13,20,5,0,63,107,5535,549,460,0,57173
"New Jersey",34,"Somerset County",35,329838,161195,168643,41.7,40.4,43.1,218626,32147,886,58305,33,12227,7614,185677,48326,32949,1719,113611
"New Mexico",35,"Otero County",35,66137,34214,31923,35.8,33.7,39,52309,2343,4503,858,138,3709,2277,32314,25315,19995,210,41988
"New York",36,"Fulton County",35,53646,26800,26846,43.9,42.1,45.3,50640,1119,209,417,7,444,810,49727,1662,913,56,50482
"North Carolina",37,"Catawba County",35,157613,77099,80514,41.4,40.4,42.3,124641,12896,470,6855,0,9206,3545,119056,15257,5585,199,52056
"North Dakota",38,"Grand Forks County",35,70224,36394,33830,29.7,29,30.8,60439,2641,1861,1962,404,1190,1727,58787,3011,1652,51,54051
"Ohio",39,"Cuyahoga County",35,1247451,594606,652845,40.4,38.4,42.3,778519,368969,3280,37879,486,19535,38783,734951,74024,43568,4199,50366
"Oklahoma",40,"Craig County",35,14390,7352,7038,42.1,40.6,44,9425,451,3139,119,18,104,1134,9114,533,311,10,43329
"Oregon",41,"Klamath County",35,66921,33404,33517,42.2,41.4,43.3,58240,483,2906,682,45,1531,3034,52101,8740,6139,37,46491
"Pennsylvania",42,"Clinton County",35,38915,19261,19654,38.6,37.3,40.2,37447,696,102,323,11,83,253,37035,590,412,16,50923
"South Carolina",45,"Dorchester County",35,158299,77077,81222,37,35.8,38.2,106779,39720,676,2866,198,2930,5130,101637,8516,5142,429,63080
"South Dakota",46,"Davison County",35,19871,9841,10030,38.6,36.4,40.6,18401,273,393,145,0,259,400,18001,620,400,0,50570
"Tennessee",47,"Cumberland County",35,59216,28973,30243,51,49.7,51.9,57133,613,384,209,0,162,715,55916,1770,1217,217,45958
"Texas",48,"Bosque County",35,18296,9013,9283,46.6,45.4,48.2,17318,301,105,100,0,137,335,14239,3356,3079,6,52148
"Utah",49,"Salt Lake County",35,1133646,569053,564593,32.8,32.3,33.3,896437,21602,9127,46123,16294,105495,38568,805475,208061,90962,1154,74865
"Arkansas",5,"Crittenden County",35,48672,23159,25513,35.2,33.3,36.3,21168,23352,131,337,21,195,3468,20435,1246,733,76,40161
"Virginia",51,"Carroll County",35,29801,15004,14797,47.6,46.2,49.2,29012,213,76,17,0,49,434,28163,1053,849,50,44835
"Washington",53,"Kitsap County",35,265882,135983,129899,39.1,36.9,41.5,215015,7129,2596,12876,2174,5881,20211,203899,20652,11116,308,75411
"West Virginia",54,"Jackson County",35,28907,14345,14562,43.7,41.7,45.4,28219,109,219,97,0,20,243,28022,197,197,0,47837
"Wisconsin",55,"Eau Claire County",35,103514,51280,52234,34.5,33.8,35.3,95139,1286,520,4222,381,178,1788,93151,2572,1988,58,59476
"Wyoming",56,"Sublette County",35,9880,5478,4402,39.4,39.4,39.5,9505,0,33,7,0,0,335,8820,721,685,0,77403
"California",6,"Lassen County",35,30818,20332,10486,36.6,34.4,45.5,25324,2686,864,428,247,510,759,20164,5844,5160,74,56352
"Colorado",8,"Douglas County",35,336041,167729,168312,38.7,37.9,39.4,298665,4874,1270,16079,272,4923,9958,276316,29211,22349,396,119730
"Texas",48,"Newton County",351,13914,7130,6784,44.3,42.7,45.6,10517,2823,46,77,0,39,412,10223,504,294,0,40101
"Texas",48,"Nolan County",353,14904,7643,7261,37.5,35.4,41.1,13090,888,73,43,0,643,167,8276,5616,4814,59,45537
"Texas",48,"Nueces County",355,361540,178516,183024,35.5,34.4,36.6,325660,13542,1737,7501,213,6902,5985,106563,230450,219097,441,55919
"Texas",48,"Ochiltree County",357,10131,5127,5004,32.3,31.5,32.8,8884,82,92,26,0,739,308,4367,5489,4517,73,50464
"Texas",48,"Oldham County",359,2094,1106,988,35.9,36.5,35.6,1928,66,1,39,0,1,59,1615,319,313,2,64545
"Virginia",51,"Charles City County",36,7014,3430,3584,50.8,50,52.1,3066,3187,464,67,0,19,211,2970,131,96,21,57198
"Texas",48,"Orange County",361,84069,41719,42350,37.9,36.4,39.4,73496,7327,283,1022,0,561,1380,67807,6456,5689,25,59399
"Texas",48,"Palo Pinto County",363,28540,14057,14483,40.6,38.7,42.4,26133,715,198,226,29,794,445,21419,5674,4714,0,50154
"Texas",48,"Panola County",365,23327,11494,11833,39.2,38.8,39.7,18899,4032,36,57,0,158,145,17071,2034,1828,0,52982
"Texas",48,"Parker County",367,133811,66500,67311,39.7,39.2,40.3,124714,1781,1253,757,79,2027,3200,111688,16443,13026,118,77503
"Texas",48,"Parmer County",369,9718,4982,4736,33.4,33.3,33.4,8409,116,35,42,28,570,518,3314,6151,5095,0,55359
"Alabama",1,"Coosa County",37,10757,5462,5295,48.4,46.7,49.8,7078,3615,9,0,0,55,0,6970,109,108,0,38990
"Florida",12,"Franklin County",37,11811,6734,5077,46.4,44,50.7,9555,1664,11,41,43,317,180,9107,644,448,37,46643
"Georgia",13,"Calhoun County",37,6365,3891,2474,39.6,38,43.1,2163,3851,0,37,0,213,101,2076,302,87,12,34167
"Idaho",16,"Custer County",37,4169,2147,2022,53,53.4,52.7,3807,5,46,0,0,45,266,3719,175,88,0,40875
"Illinois",17,"DeKalb County",37,104366,51753,52613,31.1,30.4,32.2,87649,8258,102,2379,0,3428,2550,80167,11637,7482,164,63317
"Indiana",18,"Dubois County",37,42543,21180,21363,40.3,39.4,41.2,40204,571,117,300,0,877,474,38378,3329,1826,295,60666
"Iowa",19,"Chickasaw County",37,12026,6090,5936,44.5,44.3,44.8,11770,129,20,15,5,31,56,11516,304,254,10,60034
"Kansas",20,"Crawford County",37,38968,19495,19473,32.5,30.6,35.1,35547,884,153,724,0,269,1391,33737,2225,1810,54,41004
"Kentucky",21,"Campbell County",37,92861,45407,47454,38.2,37.6,39.1,86974,2982,74,917,13,622,1279,85709,1903,1265,15,63050
"Louisiana",22,"East Feliciana Parish",37,19371,10783,8588,42.9,40.9,46.6,10556,8441,98,66,0,39,171,10336,323,220,56,51803
"Maryland",24,"St. Mary's County",37,112290,56147,56143,36.7,36.1,37.4,87625,16431,94,2865,20,1066,4189,83197,5819,4428,156,89845
"Michigan",26,"Clinton County",37,78389,38704,39685,40.6,39.8,41.6,73354,1442,128,1183,0,348,1934,70467,3554,2887,23,70390
"Minnesota",27,"Dakota County",37,421453,207870,213583,37.9,36.8,39.1,345909,26362,1337,20348,212,11845,15440,330303,30100,15606,705,86036
"Mississippi",28,"Franklin County",37,7733,3696,4037,42.5,42.6,42.3,4903,2782,12,4,0,2,30,4884,21,19,0,40219
"Missouri",29,"Cass County",37,103597,50618,52979,39.8,38.2,41.4,94521,4238,604,796,143,695,2600,91136,4541,3385,116,69433
"Montana",30,"Golden Valley County",37,728,370,358,56.9,59.3,54.9,688,10,3,0,0,0,27,652,49,36,10,43875
"Nebraska",31,"Colfax County",37,10714,5936,4778,33.7,32.2,35.9,9512,401,135,79,22,347,218,5243,4869,4269,0,58872
"New Jersey",34,"Sussex County",37,141483,70411,71072,44.7,43.4,45.7,131300,3290,37,2963,38,1354,2501,122081,11617,9219,299,94520
"New Mexico",35,"Quay County",37,8326,3976,4350,43.4,43.8,42.8,7373,138,160,75,16,458,106,4131,3771,3242,4,29035
"New York",36,"Genesee County",37,57808,28941,28867,43.1,41.6,44.6,53142,1214,490,455,0,971,1536,52329,1906,813,48,60524
"North Carolina",37,"Chatham County",37,71338,34010,37328,46.7,45.8,47.7,57718,8041,79,1068,48,2222,2162,51146,8707,6572,143,67031
"North Dakota",38,"Grant County",37,2353,1204,1149,50.1,51.2,49.6,2271,2,18,28,1,0,33,2250,25,21,0,50938
"Ohio",39,"Darke County",37,51513,25458,26055,41.9,40,43.5,50108,385,148,255,0,143,474,49495,807,613,0,55620
"Oklahoma",40,"Creek County",37,71427,35298,36129,40.3,39,41.7,56527,1533,8281,310,21,477,4278,54258,3015,2269,11,51318
"Oregon",41,"Lake County",37,7837,4194,3643,48.6,48.7,48.5,7193,27,199,85,0,50,283,6618,640,575,0,37898
"Pennsylvania",42,"Columbia County",37,65715,31564,34151,41,39.7,42.3,62515,1177,78,735,20,460,730,61253,1810,1262,52,50550
"South Carolina",45,"Edgefield County",37,26927,14358,12569,42.9,41.3,46.2,16163,9511,107,81,12,562,491,15265,1606,898,68,49127
"South Dakota",46,"Day County",37,5486,2843,2643,47.7,45.3,50.3,4765,5,576,7,0,23,110,4714,124,51,5,46679
"Tennessee",47,"Davidson County",37,687488,331298,356190,34.3,33.8,35,440299,186295,1534,24865,412,16136,17947,386383,70319,53916,1181,60388
"Texas",48,"Bowie County",37,93373,46960,46413,38,36.4,40,64586,22879,879,983,44,1383,2619,59562,7098,5024,111,50164
"Utah",49,"San Juan County",37,15302,7625,7677,32.2,30.3,34.4,7422,33,7281,77,43,47,399,6705,870,717,10,45394
"Arkansas",5,"Cross County",37,16824,8094,8730,40.9,40.1,42.7,12380,3141,35,5,0,7,1256,12223,167,157,0,46787
"Virginia",51,"Charlotte County",37,12040,5926,6114,46.2,43.3,47.7,8415,3371,6,48,0,17,183,8172,260,243,0,40573
"Washington",53,"Kittitas County",37,45897,23167,22730,33.8,32.8,35.1,40611,443,285,729,401,1726,1702,38591,4045,2020,33,56004
"West Virginia",54,"Jefferson County",37,56506,27972,28534,41.1,40.4,42.2,49263,3504,147,769,0,1083,1740,47020,3242,2243,44,80430
"Wisconsin",55,"Florence County",37,4314,2247,2067,53.6,52.6,54.2,4238,13,14,0,0,0,49,4187,59,51,0,52181
"Wyoming",56,"Sweetwater County",37,43521,22471,21050,35.3,35.1,35.5,40642,502,508,340,19,523,987,34624,6913,6018,14,74843
"California",6,"Los Angeles County",37,10081570,4969382,5112188,36.5,35.4,37.7,5168443,820478,73393,1473221,27720,2115548,402767,2641770,4888434,2526673,30226,68044
"Colorado",8,"Eagle County",37,54681,29060,25621,37,37.2,36.8,48591,642,135,357,34,3955,967,36748,16179,11843,27,84790
"Texas",48,"Pecos County",371,15815,8966,6849,35.9,36.2,35.3,13059,556,174,96,24,1675,231,3983,10877,9076,13,52397
"Texas",48,"Polk County",373,48913,26465,22448,43.7,42.3,46.2,41071,4794,797,378,70,813,990,34672,7471,6399,52,49279
"Texas",48,"Potter County",375,119674,61773,57901,33.9,33.6,34.3,93546,12048,761,6469,258,2983,3609,52742,45859,40804,330,42528
"Texas",48,"Presidio County",377,6975,3352,3623,41.9,39.9,42.3,6561,0,204,94,0,116,0,904,5841,5657,0,25098
"Texas",48,"Rains County",379,11766,5912,5854,48.4,46.9,49.3,10505,415,65,42,0,595,144,10040,1073,465,0,51579
"Texas",48,"Randall County",381,134026,65721,68305,35.9,35,37.1,118890,3678,712,2589,387,3229,4541,96033,28991,22857,304,68261
"Texas",48,"Reagan County",383,3766,1955,1811,30,30,30.1,1719,32,0,6,0,1944,65,1121,2592,598,0,74868
